<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Аэрофлот;D;26/07/19;000000;107.98;108.14;107.2;107.58;1488400;0
Аэрофлот;D;29/07/19;000000;107.7;108.3;107.22;107.3;988800;0
Аэрофлот;D;30/07/19;000000;107;107.5;106.6;106.72;1568100;0
Аэрофлот;D;31/07/19;000000;106.7;108.08;106.7;106.94;3712630;0
Аэрофлот;D;01/08/19;000000;107.24;109.74;106.32;107.7;3725040;0
Аэрофлот;D;02/08/19;000000;105.56;107.26;104.5;106.62;4852010;0
Аэрофлот;D;05/08/19;000000;106.62;106.82;102.6;103.5;4889580;0
Аэрофлот;D;06/08/19;000000;103.38;106;103.2;104.7;3727590;0
Аэрофлот;D;07/08/19;000000;104.56;105.82;103.6;105.28;4285790;0
Аэрофлот;D;08/08/19;000000;105.36;109.08;105.12;108.88;6220580;0
Аэрофлот;D;09/08/19;000000;109.28;110.36;107.4;108.8;6687270;0
Аэрофлот;D;12/08/19;000000;109.1;111;109.1;110.5;5033260;0
Аэрофлот;D;13/08/19;000000;110.3;111.96;110.08;110.36;6385450;0
Аэрофлот;D;14/08/19;000000;110.6;111.36;110.18;110.86;4705410;0
Аэрофлот;D;15/08/19;000000;110.98;112.42;110.5;112.3;6050700;0
Аэрофлот;D;16/08/19;000000;112.3;112.48;108.8;110.4;5243690;0
Аэрофлот;D;19/08/19;000000;110.98;111.26;108.76;109.4;2674200;0
Аэрофлот;D;20/08/19;000000;109.48;109.6;108.22;109.24;3469970;0
Аэрофлот;D;21/08/19;000000;108.6;111.7;108.6;111.3;3821370;0
Аэрофлот;D;22/08/19;000000;111.4;111.84;102;110;8945990;0
Аэрофлот;D;23/08/19;000000;110;110.36;108.32;108.56;2898700;0
Аэрофлот;D;26/08/19;000000;108.5;109.52;107.6;109.38;1977640;0
Аэрофлот;D;27/08/19;000000;109.3;109.84;108.54;109.02;4410230;0
Аэрофлот;D;28/08/19;000000;108.86;109.6;108.7;109.4;4162070;0
Аэрофлот;D;29/08/19;000000;109.5;109.7;108.56;109;3432750;0
Аэрофлот;D;30/08/19;000000;108.8;110.32;107.72;109.74;8116170;0
Аэрофлот;D;02/09/19;000000;109.56;109.74;107.8;107.84;4235100;0
Аэрофлот;D;03/09/19;000000;107.8;108;104.9;106.52;7951500;0
Аэрофлот;D;04/09/19;000000;106.44;106.76;104.7;106.22;4767060;0
Аэрофлот;D;05/09/19;000000;105.98;106.3;105.3;105.86;2893430;0
Аэрофлот;D;06/09/19;000000;105.94;105.94;104.4;104.48;3339430;0
Аэрофлот;D;09/09/19;000000;104.72;106.58;104.72;106.38;3922110;0
Аэрофлот;D;10/09/19;000000;106.46;107.24;105.56;105.7;3030270;0
Аэрофлот;D;11/09/19;000000;105.72;106.7;105.72;106.5;2212680;0
Аэрофлот;D;12/09/19;000000;106.7;106.8;105.7;106.36;2041920;0
Аэрофлот;D;13/09/19;000000;106.56;107.32;106.1;106.46;1911640;0
Аэрофлот;D;16/09/19;000000;106;106.02;102.06;102.06;16981530;0
Аэрофлот;D;17/09/19;000000;102.02;104.36;101.56;102.6;9981720;0
Аэрофлот;D;18/09/19;000000;103.32;103.32;102.12;102.5;4094200;0
Аэрофлот;D;19/09/19;000000;102.64;103.08;101.6;101.9;5432690;0
Аэрофлот;D;20/09/19;000000;102.1;103;101.66;102.64;3178510;0
Аэрофлот;D;23/09/19;000000;102.8;102.94;101.66;102.36;2458320;0
Аэрофлот;D;24/09/19;000000;102.6;103.16;101.7;101.7;2246750;0
Аэрофлот;D;25/09/19;000000;101.86;102.66;101.24;102;2368500;0
Аэрофлот;D;26/09/19;000000;102.36;103.32;102.14;102.98;2996370;0
Аэрофлот;D;27/09/19;000000;102.78;104.26;102.68;103.4;4317540;0
Аэрофлот;D;30/09/19;000000;103.86;104.1;102.74;103.18;2514390;0
Аэрофлот;D;01/10/19;000000;103.76;103.96;103.24;103.5;2486060;0
Аэрофлот;D;02/10/19;000000;103.6;103.88;102.2;102.6;3317280;0
Аэрофлот;D;03/10/19;000000;102.24;102.6;100.14;100.34;4002680;0
Аэрофлот;D;04/10/19;000000;100.98;101.42;99.2;99.3;3442290;0
Аэрофлот;D;07/10/19;000000;99.66;100.22;98.08;99.26;3864270;0
Аэрофлот;D;08/10/19;000000;99.3;100.68;99.12;99.5;2359250;0
Аэрофлот;D;09/10/19;000000;99.62;101.52;99.34;100.02;3870110;0
Аэрофлот;D;10/10/19;000000;100.3;101.32;99.82;101.26;1591950;0
Аэрофлот;D;11/10/19;000000;101.58;101.86;100;100.18;1734220;0
Аэрофлот;D;14/10/19;000000;100.4;103.38;98.46;102.8;8652660;0
Аэрофлот;D;15/10/19;000000;102.8;104.1;101.84;103.2;5107670;0
Аэрофлот;D;16/10/19;000000;103.34;104.7;102.78;104.34;5414550;0
Аэрофлот;D;17/10/19;000000;104.5;106.1;104.02;105.88;5293630;0
Аэрофлот;D;18/10/19;000000;105.5;106.02;104.18;104.8;4701500;0
Аэрофлот;D;21/10/19;000000;104.98;105.4;104.28;104.8;2395570;0
Аэрофлот;D;22/10/19;000000;104.6;105.08;103.3;103.5;4845070;0
Аэрофлот;D;23/10/19;000000;103.46;104.68;103.2;103.5;3790650;0
Аэрофлот;D;24/10/19;000000;103.7;104.58;102.72;103;3577330;0
Аэрофлот;D;25/10/19;000000;103.3;103.5;102.34;102.8;2269920;0
Аэрофлот;D;28/10/19;000000;103.02;103.48;102.46;103;3192520;0
Аэрофлот;D;29/10/19;000000;103.06;105.3;103.04;104.5;5263610;0
Аэрофлот;D;30/10/19;000000;104.6;105.94;104.34;105.8;3975160;0
Аэрофлот;D;31/10/19;000000;105.76;107.94;105.7;106.9;7486430;0
Аэрофлот;D;01/11/19;000000;107.1;107.26;104.66;105.26;6917030;0
Аэрофлот;D;05/11/19;000000;106;107.34;104.8;106.04;4019060;0
Аэрофлот;D;06/11/19;000000;106.64;106.88;105.68;106.22;2434580;0
Аэрофлот;D;07/11/19;000000;106.22;107.26;106.1;106.34;2976880;0
Аэрофлот;D;08/11/19;000000;106.34;106.8;105.32;106.16;2327200;0
Аэрофлот;D;11/11/19;000000;106.12;106.72;103.84;104.58;3903610;0
Аэрофлот;D;12/11/19;000000;104.28;105.2;103.8;104.34;3547490;0
Аэрофлот;D;13/11/19;000000;104.18;105.36;103.6;104;2667260;0
Аэрофлот;D;14/11/19;000000;104.6;105.38;104.14;105.28;3149810;0
Аэрофлот;D;15/11/19;000000;105.32;106.22;104.54;105.4;2463560;0
Аэрофлот;D;18/11/19;000000;105.4;106.8;105.4;106.8;2828280;0
Аэрофлот;D;19/11/19;000000;106.76;107;105.72;106.1;1957180;0
Аэрофлот;D;20/11/19;000000;104.94;105.36;103.64;104.2;4832820;0
Аэрофлот;D;21/11/19;000000;104.18;104.86;104;104.46;1313800;0
Аэрофлот;D;22/11/19;000000;104.46;105.48;104.4;104.66;1775820;0
Аэрофлот;D;25/11/19;000000;105.1;105.78;104.88;105.5;2015170;0
Аэрофлот;D;26/11/19;000000;105.54;106.36;105.28;105.28;3955510;0
Аэрофлот;D;27/11/19;000000;105.52;105.96;105.2;105.42;1827830;0
Аэрофлот;D;28/11/19;000000;105.6;106.06;104.56;104.56;2049120;0
Аэрофлот;D;29/11/19;000000;104.5;105.58;102.6;102.84;6645560;0
Аэрофлот;D;02/12/19;000000;103;104.24;101.74;102.24;7032780;0
Аэрофлот;D;03/12/19;000000;102.28;102.4;100.48;100.7;4704750;0
Аэрофлот;D;04/12/19;000000;101;101.44;99.76;101.2;5457130;0
Аэрофлот;D;05/12/19;000000;101.18;102.42;101.18;102.18;1728720;0
Аэрофлот;D;06/12/19;000000;102.36;102.66;101.7;102.2;1047020;0
Аэрофлот;D;09/12/19;000000;102.32;103.2;101.88;103.08;1774270;0
Аэрофлот;D;10/12/19;000000;102.7;103.14;101.2;102.02;2851860;0
Аэрофлот;D;11/12/19;000000;102.2;104.04;101.92;103.94;7581010;0
Аэрофлот;D;12/12/19;000000;104.04;105.86;104.04;105.1;10698580;0
Аэрофлот;D;13/12/19;000000;105.46;105.7;104.24;104.98;4140800;0
Аэрофлот;D;16/12/19;000000;105.1;105.44;104.42;105.1;5412750;0
Аэрофлот;D;17/12/19;000000;104.96;106.02;104.9;105.76;5639460;0
Аэрофлот;D;18/12/19;000000;105.5;105.84;104.8;105;3826930;0
Аэрофлот;D;19/12/19;000000;105.4;105.4;104.04;104.48;4166790;0
Аэрофлот;D;20/12/19;000000;104.4;104.84;103.2;103.7;3720130;0
Аэрофлот;D;23/12/19;000000;103.74;104.24;103.52;104.08;3308980;0
Аэрофлот;D;24/12/19;000000;104.1;104.2;103.04;103.08;3270220;0
Аэрофлот;D;25/12/19;000000;103.1;103.48;102.8;103.34;1820330;0
Аэрофлот;D;26/12/19;000000;102.9;104.08;102.9;103.94;1567340;0
Аэрофлот;D;27/12/19;000000;103.88;104.36;103.42;103.78;3069750;0
Аэрофлот;D;30/12/19;000000;103.78;104.18;103.5;103.5;1920070;0
Аэрофлот;D;03/01/20;000000;103.32;103.9;103.12;103.34;2502890;0
Аэрофлот;D;06/01/20;000000;103.22;103.8;103;103.52;1905060;0
Аэрофлот;D;08/01/20;000000;103.02;103.68;102.42;102.88;3041540;0
Аэрофлот;D;09/01/20;000000;103.2;105.18;103.14;104.5;6643990;0
Аэрофлот;D;10/01/20;000000;104.82;105.88;104.22;105.04;5788320;0
Аэрофлот;D;13/01/20;000000;105.5;105.78;105.1;105.3;3994660;0
Аэрофлот;D;14/01/20;000000;105.6;110.2;105.36;108.5;20367160;0
Аэрофлот;D;15/01/20;000000;108.6;111.78;108.5;110.7;16543520;0
Аэрофлот;D;16/01/20;000000;111.02;112;109.82;109.86;6836700;0
Аэрофлот;D;17/01/20;000000;109.86;111.34;109.32;110.74;5104780;0
Аэрофлот;D;20/01/20;000000;110.9;115.58;110.68;115;17640010;0
Аэрофлот;D;21/01/20;000000;115;115.16;113.26;113.9;7042690;0
Аэрофлот;D;22/01/20;000000;114.28;115.38;112.54;114.58;11003340;0
Аэрофлот;D;23/01/20;000000;114.2;117.2;112.66;115.5;14840580;0
Аэрофлот;D;24/01/20;000000;116;116.26;114.7;114.82;6761550;0
Аэрофлот;D;27/01/20;000000;112.9;112.9;108.3;110.7;25643150;0
Аэрофлот;D;28/01/20;000000;110.8;110.8;107.02;108.8;15650950;0
Аэрофлот;D;29/01/20;000000;109.28;109.68;107.74;108;14599020;0
Аэрофлот;D;30/01/20;000000;107.02;109.4;105.74;107.8;16809490;0
Аэрофлот;D;31/01/20;000000;108.52;108.8;107.04;107.4;7155060;0
Аэрофлот;D;03/02/20;000000;106.96;109.9;106.46;109.3;9854340;0
Аэрофлот;D;04/02/20;000000;110.28;113.34;109.78;111.94;18792540;0
Аэрофлот;D;05/02/20;000000;112.5;118.28;112.22;117.46;28124630;0
Аэрофлот;D;06/02/20;000000;118.08;120.8;117.66;118.98;18836770;0
Аэрофлот;D;07/02/20;000000;119;119.8;117;119.62;8335470;0
Аэрофлот;D;10/02/20;000000;119.7;121;117.26;118.3;12871950;0
Аэрофлот;D;11/02/20;000000;118.44;119.48;116.16;117.38;10070250;0
Аэрофлот;D;12/02/20;000000;117.78;119.82;117.32;119.52;5956340;0
Аэрофлот;D;13/02/20;000000;119.1;121.64;118.4;119.5;9718160;0
Аэрофлот;D;14/02/20;000000;119.7;119.86;118.14;119.4;3597820;0
Аэрофлот;D;17/02/20;000000;119.7;120.4;119.5;120.3;3476980;0
Аэрофлот;D;18/02/20;000000;120.1;120.1;116.52;117.7;6830990;0
Аэрофлот;D;19/02/20;000000;117.52;119.2;116.76;117.4;6071510;0
Аэрофлот;D;20/02/20;000000;118.02;118.4;115.4;115.96;6317060;0
Аэрофлот;D;21/02/20;000000;115.7;116.48;114.3;115.86;4668520;0
Аэрофлот;D;25/02/20;000000;112.5;113.86;109.5;109.8;17019110;0
Аэрофлот;D;26/02/20;000000;109;109;104.58;108.22;18743020;0
Аэрофлот;D;27/02/20;000000;106.7;107.04;100.14;100.24;29743790;0
Аэрофлот;D;28/02/20;000000;97.66;98.22;90.1;92.94;43955500;0
Аэрофлот;D;02/03/20;000000;95.46;99.7;91.32;93.18;40651610;0
Аэрофлот;D;03/03/20;000000;95.98;96.5;92.76;93.84;22648720;0
Аэрофлот;D;04/03/20;000000;93.5;93.58;91.32;92.6;13790960;0
Аэрофлот;D;05/03/20;000000;93;93.64;88.52;89.54;23905010;0
Аэрофлот;D;06/03/20;000000;86;87.26;83.04;85.08;38353380;0
Аэрофлот;D;10/03/20;000000;77;84.94;75.02;80.2;36514230;0
Аэрофлот;D;11/03/20;000000;80.22;81.78;76.8;77.82;25814790;0
Аэрофлот;D;12/03/20;000000;72;75;67.76;71.08;41626520;0
Аэрофлот;D;13/03/20;000000;69.66;76.18;69;73.96;31535760;0
Аэрофлот;D;16/03/20;000000;71.5;71.5;65;68.68;41143550;0
Аэрофлот;D;17/03/20;000000;67.02;69.78;62.7;64.58;44751510;0
Аэрофлот;D;18/03/20;000000;63.28;63.28;56.52;56.7;64432890;0
Аэрофлот;D;19/03/20;000000;55.84;59.84;51.02;58.62;66723490;0
Аэрофлот;D;20/03/20;000000;59.9;69.46;59.9;64.32;97557050;0
Аэрофлот;D;23/03/20;000000;60.04;66.2;58;62.7;63992600;0
Аэрофлот;D;24/03/20;000000;66;69.22;65.04;68.42;45557370;0
Аэрофлот;D;25/03/20;000000;71.1;78.56;66;72.68;127368180;0
Аэрофлот;D;26/03/20;000000;71.24;72.56;67.62;70.6;48053640;0
Аэрофлот;D;27/03/20;000000;71;72;65.8;66.78;45120870;0
Аэрофлот;D;30/03/20;000000;65.68;66.7;62.88;65.48;35347770;0
Аэрофлот;D;31/03/20;000000;66.04;69.2;66.04;68.38;41343120;0
Аэрофлот;D;01/04/20;000000;67;68.3;66.5;68;20774970;0
Аэрофлот;D;02/04/20;000000;69.56;71.4;66.16;68.8;32450110;0
Аэрофлот;D;03/04/20;000000;68.6;70.68;68.04;69.86;26220510;0
Аэрофлот;D;06/04/20;000000;70.28;73.36;69.06;72.72;32665120;0
Аэрофлот;D;07/04/20;000000;74.44;77.9;74.16;75.82;52842350;0
Аэрофлот;D;08/04/20;000000;75.06;77;74.84;77;23474680;0
Аэрофлот;D;09/04/20;000000;77.72;79.58;77.32;78.48;28958410;0
Аэрофлот;D;10/04/20;000000;78;78.84;76.82;78.8;10966050;0
Аэрофлот;D;13/04/20;000000;78.8;79.5;75.26;76.5;20949140;0
Аэрофлот;D;14/04/20;000000;76.74;77.5;75.08;75.36;16237850;0
Аэрофлот;D;15/04/20;000000;75.04;75.12;71.72;72.1;36217420;0
Аэрофлот;D;16/04/20;000000;72.44;74.44;70.7;73.42;23389620;0
Аэрофлот;D;17/04/20;000000;74.94;75.48;72.52;74.2;17887210;0
Аэрофлот;D;20/04/20;000000;74.18;74.3;72.82;73.28;10511170;0
Аэрофлот;D;21/04/20;000000;72.02;74.44;71.4;73.94;17949080;0
Аэрофлот;D;22/04/20;000000;73.9;75.96;73.36;75.12;15081930;0
Аэрофлот;D;23/04/20;000000;75.5;76.52;74.34;75;14252860;0
Аэрофлот;D;24/04/20;000000;74.96;74.98;73.2;73.62;11078960;0
Аэрофлот;D;27/04/20;000000;74;74.8;73.8;74.38;6135420;0
Аэрофлот;D;28/04/20;000000;74.5;75.9;74.1;75.44;11172210;0
Аэрофлот;D;29/04/20;000000;75.7;76.88;75.32;76.5;14049070;0
Аэрофлот;D;30/04/20;000000;76.8;77.86;74.42;75.76;19867740;0
Аэрофлот;D;04/05/20;000000;75;75;73.2;74.4;10390310;0
Аэрофлот;D;05/05/20;000000;75;75.88;74.52;75.7;6368670;0
Аэрофлот;D;06/05/20;000000;75.9;76.24;75.02;75.3;5599480;0
Аэрофлот;D;07/05/20;000000;75.48;75.98;73.6;74.1;15265600;0
Аэрофлот;D;08/05/20;000000;74.78;74.78;72.3;72.88;15399450;0
Аэрофлот;D;12/05/20;000000;73;73.42;71.9;72.32;12160070;0
Аэрофлот;D;13/05/20;000000;72.4;73.36;71.4;72;14662790;0
Аэрофлот;D;14/05/20;000000;71.9;72.9;71.66;72.16;9235010;0
Аэрофлот;D;15/05/20;000000;72.32;72.8;70.7;70.94;15508390;0
Аэрофлот;D;18/05/20;000000;71.82;71.9;70.04;71.56;19618880;0
Аэрофлот;D;19/05/20;000000;72;73.2;71.78;72.62;16191130;0
Аэрофлот;D;20/05/20;000000;72.84;73.48;72.2;73.02;14209360;0
Аэрофлот;D;21/05/20;000000;73.28;74;72.14;72.68;14361120;0
Аэрофлот;D;22/05/20;000000;72.18;73.1;70.9;73;11964990;0
Аэрофлот;D;25/05/20;000000;73.38;73.9;72.72;73.6;11739850;0
Аэрофлот;D;26/05/20;000000;74;75.24;73.72;74.46;19779520;0
Аэрофлот;D;27/05/20;000000;74.46;79.7;74.16;77.9;57844870;0
Аэрофлот;D;28/05/20;000000;78.58;79.7;77.86;79.2;25038330;0
Аэрофлот;D;29/05/20;000000;79.1;79.54;76.88;78.06;21170340;0
Аэрофлот;D;01/06/20;000000;78.42;82.7;78.42;81.88;37141390;0
Аэрофлот;D;02/06/20;000000;82.66;85;81.9;84.4;39049070;0
Аэрофлот;D;03/06/20;000000;85.04;87.6;84.7;86.6;37456610;0
Аэрофлот;D;04/06/20;000000;86.6;89;85.1;85.96;33200270;0
Аэрофлот;D;05/06/20;000000;86.5;89.88;85.64;89.8;35262180;0
Аэрофлот;D;08/06/20;000000;90.54;95.7;90.16;95.7;74031460;0
Аэрофлот;D;09/06/20;000000;96.72;97.74;91.58;92.4;60058770;0
Аэрофлот;D;10/06/20;000000;92.62;93.98;87.58;89.28;58575580;0
Аэрофлот;D;11/06/20;000000;87.94;88.84;85.24;87.7;35197190;0
Аэрофлот;D;15/06/20;000000;85.5;88.24;83.62;87.64;29667020;0
Аэрофлот;D;16/06/20;000000;89;90.86;88.7;89.6;26596550;0
Аэрофлот;D;17/06/20;000000;90.26;90.34;84.68;85;30282410;0
Аэрофлот;D;18/06/20;000000;82.88;84.14;80.34;81;64710490;0
Аэрофлот;D;19/06/20;000000;81.5;83.2;81.16;81.7;29755530;0
Аэрофлот;D;22/06/20;000000;81.72;83.98;80.26;82.1;18502950;0
Аэрофлот;D;23/06/20;000000;82.04;82.48;80.4;81.2;16848930;0
Аэрофлот;D;25/06/20;000000;79.78;80.8;78.22;80.58;21559860;0
Аэрофлот;D;26/06/20;000000;80.5;81.44;78.76;79.38;14677280;0
Аэрофлот;D;29/06/20;000000;79;83;77.44;82.9;37790740;0
Аэрофлот;D;30/06/20;000000;82.82;83.62;80.98;82.34;23644570;0
Аэрофлот;D;02/07/20;000000;82.36;84.22;81.4;81.62;18886540;0
Аэрофлот;D;03/07/20;000000;80.9;81.38;79.56;80.98;19891100;0
Аэрофлот;D;06/07/20;000000;81.36;82.64;80.5;81.24;18364020;0
Аэрофлот;D;07/07/20;000000;81;81.42;80.12;80.28;9040480;0
Аэрофлот;D;08/07/20;000000;80.36;81.38;80.12;80.9;7488770;0
Аэрофлот;D;09/07/20;000000;80.9;82;80.4;80.88;12812560;0
Аэрофлот;D;10/07/20;000000;80.5;81.76;80.22;81.56;8775490;0
Аэрофлот;D;13/07/20;000000;81.62;82.7;80.44;80.84;9541400;0
Аэрофлот;D;14/07/20;000000;81;81.68;79.64;81.66;13644770;0
Аэрофлот;D;15/07/20;000000;81.8;83.3;81.26;83.3;15488180;0
Аэрофлот;D;16/07/20;000000;82.44;83.32;82.08;82.3;7861100;0
Аэрофлот;D;17/07/20;000000;82.08;83.34;82.08;83.2;7654660;0
Аэрофлот;D;20/07/20;000000;83.26;84.96;82.6;84.44;13001500;0
Аэрофлот;D;21/07/20;000000;85.2;87.94;84.88;87.56;26373090;0
Аэрофлот;D;22/07/20;000000;88;88.78;85.2;86.08;19342010;0
Аэрофлот;D;23/07/20;000000;86.12;86.92;84.7;85.14;9780430;0
Аэрофлот;D;24/07/20;000000;85.44;89.4;84.28;88.36;32634200;0
Аэрофлот;D;27/07/20;000000;88.64;89.5;86.44;87.64;15966860;0
Аэрофлот;D;28/07/20;000000;87.3;87.66;82.86;83.74;45788720;0
Аэрофлот;D;29/07/20;000000;83.46;84.36;82.1;83.5;16425960;0
Аэрофлот;D;30/07/20;000000;83.68;83.8;81.7;82.54;17010730;0
Аэрофлот;D;31/07/20;000000;82.54;83.54;82.18;83.2;11813360;0
Аэрофлот;D;03/08/20;000000;83.2;84.28;83.18;83.86;11802430;0
Аэрофлот;D;04/08/20;000000;83.72;84.08;81.72;82.08;20185530;0
Аэрофлот;D;05/08/20;000000;82.08;82.72;80.52;81.96;21515500;0
Аэрофлот;D;06/08/20;000000;80;83.12;78.22;82.06;34549820;0
Аэрофлот;D;07/08/20;000000;81.8;82.18;81.38;81.48;13322540;0
Аэрофлот;D;10/08/20;000000;81.6;83.2;81.56;83;16506520;0
Аэрофлот;D;11/08/20;000000;83.2;83.8;82.7;83.22;13546560;0
Аэрофлот;D;12/08/20;000000;83.58;89.18;83.12;85.82;68586070;0
Аэрофлот;D;13/08/20;000000;85.5;88;85.48;86.26;20758990;0
Аэрофлот;D;14/08/20;000000;86.12;86.9;85.14;86.1;8173950;0
Аэрофлот;D;17/08/20;000000;86.22;86.6;84.4;84.96;5773050;0
Аэрофлот;D;18/08/20;000000;85.06;85.14;83.12;83.44;9721850;0
Аэрофлот;D;19/08/20;000000;83.56;83.92;82.46;83.5;6179910;0
Аэрофлот;D;20/08/20;000000;83.48;83.84;82.8;83.26;4888610;0
Аэрофлот;D;21/08/20;000000;83.22;83.88;82.6;83.12;4429020;0
Аэрофлот;D;24/08/20;000000;83.94;84.36;83.46;84.12;4703810;0
Аэрофлот;D;25/08/20;000000;84.18;91.18;81.82;83;6381500;0
Аэрофлот;D;26/08/20;000000;83.04;83.94;82.86;83.38;5850490;0
Аэрофлот;D;27/08/20;000000;83.38;83.4;82.38;82.86;4215460;0
Аэрофлот;D;28/08/20;000000;83.02;83.08;81.9;82.24;4433850;0
Аэрофлот;D;31/08/20;000000;82.62;82.88;80;81.02;10981170;0
Аэрофлот;D;01/09/20;000000;80.84;82.4;80.24;82.14;7722520;0
Аэрофлот;D;02/09/20;000000;82.02;82.6;80.88;81.4;5070520;0
Аэрофлот;D;03/09/20;000000;81.5;82.5;80.78;80.86;7595140;0
Аэрофлот;D;04/09/20;000000;81.28;82.32;80.6;81.8;4100330;0
Аэрофлот;D;07/09/20;000000;81.8;82.32;81.32;81.96;1877530;0
Аэрофлот;D;08/09/20;000000;81.94;82.26;80.68;81.26;5291780;0
Аэрофлот;D;09/09/20;000000;81.14;82.2;80.96;81.98;4074520;0
Аэрофлот;D;10/09/20;000000;82.1;82.12;81.16;81.66;3610250;0
Аэрофлот;D;11/09/20;000000;81.54;82.8;81.4;81.72;4502250;0
Аэрофлот;D;14/09/20;000000;82;82.5;80.7;82.04;9390560;0
Аэрофлот;D;15/09/20;000000;82.22;82.44;81.78;82.38;4398780;0
Аэрофлот;D;16/09/20;000000;82.14;83.76;82.14;82.66;6288190;0
Аэрофлот;D;17/09/20;000000;82.32;83.08;82.02;82.2;5201490;0
Аэрофлот;D;18/09/20;000000;82.4;82.4;81.2;81.78;6229840;0
Аэрофлот;D;21/09/20;000000;80.98;81;77.58;79.3;12191710;0
Аэрофлот;D;22/09/20;000000;79.12;79.3;76.86;77.8;8685540;0
Аэрофлот;D;23/09/20;000000;77.66;77.88;76.48;77.12;6990570;0
Аэрофлот;D;24/09/20;000000;77.46;77.46;75.54;75.7;8808390;0
Аэрофлот;D;25/09/20;000000;76;76.46;73.1;74.18;12531080;0
Аэрофлот;D;28/09/20;000000;74.2;76.38;73.24;75.78;9023570;0
Аэрофлот;D;29/09/20;000000;76.44;76.44;73.58;74.42;9714570;0
Аэрофлот;D;30/09/20;000000;74.12;74.7;73.7;74.12;5019530;0
Аэрофлот;D;01/10/20;000000;74.36;74.36;70.5;71.16;13251380;0
Аэрофлот;D;02/10/20;000000;70;71.64;68;69;23375230;0
Аэрофлот;D;05/10/20;000000;69;69.2;65;65.74;36467180;0
Аэрофлот;D;06/10/20;000000;65.66;69.14;65.02;67.56;36129200;0
Аэрофлот;D;07/10/20;000000;67.7;68.3;64.72;65.86;27545600;0
Аэрофлот;D;08/10/20;000000;64;64.92;61.8;62.72;49538490;0
